brand,name,temp,category,is_coffee,price
더리터,콜드브루 아인슈페너,,커피,True,
더리터,디카페인 콜드브루아인슈페너,,커피,True,
더리터,디카페인 돌체콜드브루,,커피,True,
더리터,디카페인 콜드브루라떼,,커피,True,
더리터,디카페인 콜드브루,,커피,True,
더리터,돌체콜드브루,,커피,True,
더리터,콜드브루라떼,,커피,True,
더리터,콜드브루,,커피,True,
더리터,시그니처 바닐라빈라떼,,커피,True,
더리터,코코넛라떼,,커피,True,
더리터,돌체라떼,,커피,True,
더리터,카페모카,,커피,True,
더리터,헤이즐넛라떼,,커피,True,
더리터,바닐라라떼,,커피,True,
더리터,카푸치노,,커피,True,
더리터,카페라떼,,커피,True,
더리터,레트로커피,,커피,True,
더리터,무안 군고구마 라떼,,밀크베이스,False,
더리터,청송 사과 밀크티,,밀크베이스,False,
더리터,피스타치오 초코라떼,,밀크베이스,False,
더리터,말차라떼,,밀크베이스,False,
더리터,얼그레이 밀크티,,밀크베이스,False,
더리터,우롱 밀크티,,밀크베이스,False,
더리터,흑임자 라떼,,밀크베이스,False,
더리터,딸기 라떼,,밀크베이스,False,
더리터,쿠앤크 라떼,,밀크베이스,False,
더리터,초코 라떼,,밀크베이스,False,
더리터,17곡 라떼,,밀크베이스,False,
더리터,민트초코 라떼,,밀크베이스,False,
더리터,자색고구마 라떼,,밀크베이스,False,
더리터,피스타치오 버블티,,요거스&버블티,False,
더리터,애플망고 요거스,,요거스&버블티,False,
더리터,블루베리 요거스,,요거스&버블티,False,
더리터,살구 요거스,,요거스&버블티,False,
더리터,딸기 요거스,,요거스&버블티,False,
더리터,플레인 요거스,,요거스&버블티,False,
더리터,얼그레이 버블티,,요거스&버블티,False,
더리터,우롱 버블티,,요거스&버블티,False,
더리터,말차 버블티,,요거스&버블티,False,
더리터,자색고구마 버블티,,요거스&버블티,False,
더리터,흑당 버블티,,요거스&버블티,False,
더리터,무안 군고구마 프라페,,프라페,False,
더리터,피스타치오 프라페,,프라페,False,
더리터,코코넛커피 프라페,,프라페,False,
더리터,초코 프라페,,프라페,False,
더리터,말차 프라페,,프라페,False,
더리터,쿠앤크 프라페,,프라페,False,
더리터,더블자바칩 프라페,,프라페,False,
더리터,바닐라빈 프라페,,프라페,False,
더리터,민트초코 프라페,,프라페,False,
더리터,밀크 프라페,,프라페,False,
더리터,레트로커피 프라페,,프라페,False,
더리터,소다 프라페,,프라페,False,
더리터,살구 주스,,에이드&주스,False,
더리터,살구 에이드,,에이드&주스,False,
더리터,애플망고 에이드,,에이드&주스,False,
더리터,블루베리 에이드,,에이드&주스,False,
더리터,하이볼 에이드,,에이드&주스,False,
더리터,청포도 에이드,,에이드&주스,False,
더리터,자몽 에이드,,에이드&주스,False,
더리터,레몬 에이드,,에이드&주스,False,
더리터,감귤 주스,,에이드&주스,False,
더리터,포도 주스,,에이드&주스,False,
더리터,사과 주스,,에이드&주스,False,
더리터,블루베리 주스,,에이드&주스,False,
더리터,딸기 주스,,에이드&주스,False,
더리터,청송 사과 얼그레이티,,티,False,
더리터,유자 민트티,,티,False,
더리터,체리 히비스커스티,,티,False,
더리터,레몬 진저티,,티,False,
더리터,자몽 허니 블랙티,,티,False,
더리터,복숭아 숭숭,,티,False,
더리터,유자차,,티,False,
더리터,오미자차,,티,False,
더리터,매실차,,티,False,
더리터,대추차,,티,False,
더리터,식혜,,티,False,
더리터,스윗베리즈,,티,False,
더리터,히비스커스,,티,False,
더리터,얼그레이,,티,False,
더리터,페퍼민트,,티,False,
더리터,캐모마일,,티,False,
