brand,name,name_en,temp,size,category,is_coffee,price
이디야,(L) 아이스크림 카페라떼,(L) Ice Cream Caffe Latte,,L 520ml,DECAF,True,
이디야,아포가토 오리지널,Decaffeine Affogato original,,,DECAF,True,
이디야,(L) 콜드브루,(L) Coldbrew,,L 520ml,DECAF,True,
이디야,(EX) 콜드브루,(EX) Coldbrew,,EX 670ml,DECAF,True,
이디야,(L) 콜드브루 라떼,(L) Coldbrew Latte,,L 520ml,DECAF,True,
이디야,(EX) 콜드브루 라떼,(EX) Coldbrew Latte,,EX 670ml,DECAF,True,
이디야,(L) 흑당 콜드브루,(L) Black Sugar Coldbrew,,L 520ml,DECAF,True,
이디야,(EX) 흑당 콜드브루,(EX) Black Sugar Coldbrew,,EX 670ml,DECAF,True,
이디야,(L) 연유 콜드브루,(L) Condensed Milk Coldbrew,,L 520ml,DECAF,True,
이디야,(EX) 연유 콜드브루,(EX) Condensed milk Coldbrew,,EX 670ml,DECAF,True,
이디야,(L) HOT 카페 라떼,(L) HOT Cafe Latte,HOT,L 520ml,DECAF,True,
이디야,(EX) HOT 카페 라떼,(EX) HOT Cafe Latte,HOT,EX 650ml,DECAF,True,
이디야,(L) ICED 카페 라떼,(L) ICED Cafe Latte,ICE,L 520ml,DECAF,True,
이디야,(EX) ICED 카페 라떼,(EX) ICED Cafe Latte,ICE,EX 670ml,DECAF,True,
이디야,(L) ICED 카페 아메리카노,(L) ICED Cafe Americano,ICE,L 520ml,DECAF,True,
이디야,(EX) ICED 카페 아메리카노,(EX) ICED Cafe Americano,ICE,EX 670ml,DECAF,True,
이디야,(L) HOT 카라멜 마끼아또,(L) HOT Caramel  Macchiato,HOT,L 520ml,DECAF,True,
이디야,(EX) HOT 카라멜 마끼아또,(EX) HOT Caramel  Macchiato,HOT,EX 650ml,DECAF,True,
이디야,(L) ICED 카라멜 마끼아또,(L) ICED Caramel  Macchiato,ICE,L 520ml,DECAF,True,
이디야,(EX) ICED 카라멜 마끼아또,(EX) ICED Caramel  Macchiato,ICE,EX 670ml,DECAF,True,
이디야,(L) ICED 넛츠 크림 라떼,(L) ICED Nuts Cream Latte,ICE,L 520ml,DECAF,True,
이디야,(EX) ICED 넛츠 크림 라떼,(EX) ICED Nuts Cream Latte,ICE,EX 670ml,DECAF,True,
이디야,(L) HOT 연유 카페 라떼,(L) HOT Condensed Milk Caffe latte,HOT,L 520ml,DECAF,True,
이디야,(EX) HOT 연유 카페 라떼,(EX) HOT Condensed Milk Caffe latte,HOT,EX 650ml,DECAF,True,
이디야,(L) ICED 연유 카페 라떼,(L) ICED Condensed Milk Caffe latte,ICE,L 520ml,DECAF,True,
이디야,(EX) ICED 연유 카페 라떼,(EX) ICED Condensed Milk Caffe latte,ICE,EX 670ml,DECAF,True,
이디야,(L) HOT 카페 아메리카노,(L) HOT Cafe Americano,HOT,L 520ml,DECAF,True,
이디야,(EX) HOT 카페 아메리카노,(EX) HOT Cafe Ameicano,HOT,EX 650ml,DECAF,True,
이디야,(L) ICED 꿀화이트 아메리카노,(L) ICED HoneyWhite Americano,ICE,L 520ml,DECAF,True,
이디야,(EX) ICED 꿀화이트 아메리카노,(EX) ICED HoneyWhite Americano,ICE,EX 670ml,DECAF,True,
이디야,(L) HOT 카페 모카,(L) HOT Cafe Mocha,HOT,L 520ml,DECAF,True,
이디야,(EX) HOT 카페 모카,(EX) HOT Cafe Mocha,HOT,EX 650ml,DECAF,True,
이디야,(L) ICED 카페 모카,(L) ICED Cafe Mocha,ICE,L 520ml,DECAF,True,
이디야,(EX) ICED 카페 모카,(EX) ICED Cafe Mocha,ICE,EX 670ml,DECAF,True,
이디야,(L) HOT 시그니처 라떼,(L) HOT Signature Latte,HOT,L 520ml,DECAF,True,
이디야,(EX) HOT 시그니처 라떼,(EX) HOT Signature Latte,HOT,EX 650ml,DECAF,True,
이디야,(L) ICED 시그니처 라떼,(L) ICED Signature Latte,ICE,L 520ml,DECAF,True,
이디야,(EX) ICED 시그니처 라떼,(EX) ICED Signature Latte,ICE,EX 670ml,DECAF,True,
이디야,(L) HOT 바닐라 라떼,(L) HOT Vanilla Latte,HOT,L 520ml,DECAF,True,
이디야,(EX) HOT 바닐라 라떼,(EX) HOT Vanilla Latte,HOT,EX 650ml,DECAF,True,
이디야,(L) ICED 바닐라 라떼,(L) ICED Vanilla Latte,ICE,L 520ml,DECAF,True,
이디야,(EX) ICED 바닐라 라떼,(EX) ICED Vanilla Latte,ICE,EX 670ml,DECAF,True,
이디야,(L) HOT 화이트 초콜릿 모카,(L) HOT White Chocolate Mocha,HOT,L 520ml,DECAF,True,
이디야,(EX) HOT 화이트 초콜릿 모카,(EX) HOT White Chocolate Mocha,HOT,EX 650ml,DECAF,True,
이디야,(L) ICED 화이트 초콜릿 모카,(L) ICED White Chocolate Mocha,ICE,L 520ml,DECAF,True,
이디야,(EX) ICED 화이트 초콜릿 모카,(EX) ICED White Chocolate Mocha,ICE,EX 670ml,DECAF,True,
이디야,(L) HOT 카푸치노,(L) HOT Cappuccino,HOT,L 520ml,DECAF,True,
이디야,(EX) HOT 카푸치노,(EX) HOT Cappuccino,HOT,EX 650ml,DECAF,True,
이디야,(L) ICED 카푸치노,(L) ICED Cappuccino,ICE,L 520ml,DECAF,True,
이디야,(EX) ICED 카푸치노,(EX) ICED Cappuccino,ICE,EX 670ml,DECAF,True,
